"","text","n"
"439","4 oxfordshire waterways",1
"440","4 slow waters",1
"441","4 tier cv19 alert system",1
"442","4+ years gt",1
"443","5 pupil hector",1
"444","5 whole new pence",1
"445","6 foot snowdrifts",1
"446","600pm  tickets",1
"447","60s oxford floods",1
"448","66 2036  9 cattle egret",1
"449","6th january 2012 river cherwell oxford",1
"450","72015  river cherwell",1
"451","73 a doverbroeks",1
"452","75  common sandpiper  new marston new marston meadows",1
"453","755am 2 lion",1
"454","8 oxfordshire waterways",1
"455","812am 18012017 river cherwell",1
"456","84yr old friend",1
"457","9 to 17 february",1
"458","a  alert",1
"459","a  crossing",1
"460","a  river cherwell",1
"461","a  video",1
"462","a  vital food source",1
"463","a 10ft drop",1
"464","a 19th century oxford college",1
"465","a 23 day trip",1
"466","a 2nd flood warning",1
"467","a 3br semidetached home",1
"468","a 4 acre 15 hectare spur",1
"469","a 55yearold claudia easom",1
"470","a 5min walk",1
"471","a another country",1
"472","a back up plan",1
"473","a barbed security grill",1
"474","a beautiful area",1
"475","a beautiful day",1
"476","a beautiful day sup",1
"477","a beautiful hot sunny day",1
"478","a beautiful location",1
"479","a beautiful piece",1
"480","a beautiful reprieve",1
"481","a beautiful shot",1
"482","a beautiful spike",1
"483","a beautiful sunny evening",1
"484","a better reference point",1
"485","a big success",1
"486","a bigger boat",1
"487","a bike ride",1
"488","a billy no mates picnic",1
"489","a birdthis ones",1
"490","a bit later more mudno problem",1
"491","a bitthe river cherwell",1
"492","a border town",1
"493","a bridge toll",1
"494","a brief respite",1
"495","a brilliant kingfisher flypast",1
"496","a broken down wvm",1
"497","a built up area",1
"498","a bulbous perennial native",1
"499","a busy but compact city",1
"500","a busy morning",1
"501","a busy week",1
"502","a but of tlc",1
"503","a butt load",1
"504","a canada goose",1
"505","a candle lit dinner",1
"506","a canoe trip",1
"507","a cat whisperer",1
"508","a cattle grid",1
"509","a centuriesold tradition",1
"510","a charming market town",1
"511","a charming restaurant",1
"512","a chauffeured one",1
"513","a cheeky punt",1
"514","a chemically flavour",1
"515","a cherwell river resident",1
"516","a cherwellriverwatergate pun",1
"517","a christmas walk",1
"518","a clean sweep",1
"519","a cloudy afternoon",1
"520","a cold august day",1
"521","a cold night",1
"522","a college busar",1
"523","a comedy italian accent",1
"524","a competitive hire charge price",1
"525","a complete arse",1
"526","a completely non hockey related fandom",1
"527","a conducting baton",1
"528","a continuous cruiser",1
"529","a cool tree",1
"530","a cool wind and wildlife magic",1
"531","a cotton cricketers",1
"532","a crayfish trap",1
"533","a creative menu",1
"534","a crisp sunny day",1
"535","a crocodile anglers",1
"536","a curious time",1
"537","a customised welcome mat st nicholas",1
"538","a cycle superhighway",1
"539","a daily basis",1
"540","a dangerous river",1
"541","a decent picture",1
"542","a delicious evening meal",1
"543","a desperate clamber",1
"544","a different perspective",1
"545","a different riverstream crossing",1
"546","a direct train line",1
"547","a draught today river cherwell",1
"548","a drifty river",1
"549","a fabulous day",1
"550","a fabulous interpretation mate",1
"551","a fabulous mapping tool",1
"552","a fabulous time",1
"553","a fantastic afternoon",1
"554","a fantastic day",1
"555","a fantastic display",1
"556","a fantastic opportunity",1
"557","a fascinating survivor",1
"558","a female student",1
"559","a few advantages",1
"560","a few bites",1
"561","a few boats",1
"562","a few bookings",1
"563","a few clues",1
"564","a few details",1
"565","a few friends",1
"566","a few houses",1
"567","a few little wobbles",1
"568","a few months",1
"569","a few places",1
"570","a few planks",1
"571","a few yards",1
"572","a fine view",1
"573","a fish survey",1
"574","a fisheries officer",1
"575","a floating platform tickets",1
"576","a flood meadow",1
"577","a focal point",1
"578","a foolhardy thing",1
"579","a former employer wolfson college oxford",1
"580","a frozen bit",1
"581","a frozen morning",1
"582","a fun time",1
"583","a global service management firm",1
"584","a glorious bonus thanks",1
"585","a glorious day",1
"586","a gondola ride",1
"587","a good book",1
"588","a good enough ground",1
"589","a good idea river cherwell",1
"590","a good lick",1
"591","a good ol punt",1
"592","a good old punt",1
"593","a good outcome",1
"594","a good place",1
"595","a good punter",1
"596","a good shake",1
"597","a good turn",1
"598","a gradient river",1
"599","a grass bankallow",1
"600","a great diving beetle",1
"601","a great longing",1
"602","a great paleo",1
"603","a great picnic",1
"604","a great view",1
"605","a great weekend",1
"606","a half dozen airports",1
"607","a hard day",1
"608","a hardy water",1
"609","a heavy dark patina",1
"610","a heavy smell",1
"611","a helpful direction sign",1
"612","a heron fishing",1
"613","a hidden gem",1
"614","a historic swim spot",1
"615","a huge chub rockandroll",1
"616","a huge dog",1
"617","a huge factor",1
"618","a huge fish",1
"619","a huge lake",1
"620","a jaunty angle",1
"621","a joint ticket",1
"622","a large flock",1
"623","a large late bronze age cauldron",1
"624","a large parkland area",1
"625","a large volume",1
"626","a late october trip",1
"627","a lazy afternoon",1
"628","a lazy sunday afternoon",1
"629","a leafy little spot",1
"630","a lecture theatre",1
"631","a leisurely punt down the river cherwell",1
"632","a leisurely way",1
"633","a liberal arts degree",1
"634","a lifethreatening condition",1
"635","a little bit high hopefully college",1
"636","a little over a week",1
"637","a little river swim",1
"638","a little something",1
"639","a little tight  river cherwell oxford",1
"640","a little treat",1
"641","a little warbler",1
"642","a little while",1
"643","a local pub",1
"644","a local river",1
"645","a local walk",1
"646","a lone wander",1
"647","a long and beautiful history opt",1
"648","a long drive",1
"649","a long perilous journey",1
"650","a long section",1
"651","a long weekend",1
"652","a lovely afternoon",1
"653","a lovely afternoon tea",1
"654","a lovely canoe tour",1
"655","a lovely circular walk",1
"656","a lovely day",1
"657","a lovely evening",1
"658","a lovely find",1
"659","a lovely medieval pack horse bridge",1
"660","a lovely mixture",1
"661","a lovely opera punt trip",1
"662","a lovely rural setting",1
"663","a lovely section",1
"664","a lovely small meadow",1
"665","a lovely trip",1
"666","a lovely v long weekend",1
"667","a lovely view",1
"668","a lovely weekend",1
"669","a lush green setting",1
"670","a mad hatters",1
"671","a madhatters river party",1
"672","a magical meander",1
"673","a maleonly nude bathing place",1
"674","a mannequin pis corkscrew",1
"675","a mans death",1
"676","a marketing agency",1
"677","a micro jig head",1
"678","a minor river obstruction wellies",1
"679","a missing manhole cover",1
"680","a missing woman",1
"681","a mission s92 2kms e",1
"682","a mkiv avon fishing rod",1
"683","a more glorious location",1
"684","a mortaria kiln",1
"685","a mrs swan",1
"686","a muchneeded vaccine",1
"687","a narrowboat trip",1
"688","a national cycle candaign poster",1
"689","a natural cycle",1
"690","a ned rig",1
"691","a new arrival",1
"692","a new family home",1
"693","a new fashion",1
"694","a new favourite river",1
"695","a new footbridge",1
"696","a new part",1
"697","a new river",1
"698","a new shared cycle lane",1
"699","a new skill",1
"700","a new span",1
"701","a new twist",1
"702","a newly planned garden city",1
"703","a nice chilled punt",1
"704","a nice church",1
"705","a nice day",1
"706","a nice experience",1
"707","a nice gig",1
"708","a nice new multimillion pound developement",1
"709","a nice view",1
"710","a nonflooded nonpandemic afternoon",1
"711","a normal selfie",1
"712","a paddle  river cherwell",1
"713","a particularly complex ecological corridor",1
"714","a peaceful evening",1
"715","a peaceful offside mooring spot",1
"716","a peaceful ride",1
"717","a peaceful spot",1
"718","a peacock atm",1
"719","a peddle boat",1
"720","a perfect afternoon",1
"721","a perfect way",1
"722","a perfumer  brianna",1
"723","a photo   river cherwell",1
"724","a picnic bottlesbarbecue food packets",1
"725","a picnic date",1
"726","a pivotal event",1
"727","a plastic bottle",1
"728","a popular spot",1
"729","a popular walking and picnic spot",1
"730","a prettier spot",1
"731","a proper big boy",1
"732","a punt <u+0001f37e",1
"733","a punt hire place",1
"734","a punt pole use",1
"735","a punt ride",1
"736","a punt river",1
"737","a punt river cherwell",1
"738","a punting boat",1
"739","a punting party",1
"740","a punting pole",1
"741","a punting pole river cherwell",1
"742","a quick call",1
"743","a quick commandostyle mission",1
"744","a quick lap",1
"745","a quintessentially english wedding",1
"746","a quintessentially oxford activity",1
"747","a rainy monday",1
"748","a random selection",1
"749","a ranger guide unit",1
"750","a rare moment",1
"751","a rare sighting",1
"752","a rather pretty stretch",1
"753","a really lovely life",1
"754","a recent post",1
"755","a recessive taxation",1
"756","a refreshing shower",1
"757","a relaxed passenger",1
"758","a relaxing meal",1
"759","a relaxing part",1
"760","a relaxing walk",1
"761","a religious event",1
"762","a restorative lunchtime walk",1
"763","a rich research agenda",1
"764","a right coupla punters  river cherwell",1
"765","a river boathouse",1
"766","a river bridge",1
"767","a river cherwell",1
"768","a river cherwell pike oxfordshire",1
"769","a river class destroyer",1
"770","a river view",1
"771","a riverbank extension",1
"772","a road sweeper",1
"773","a romantic meal",1
"774","a romantic night",1
"775","a romantic stay",1
"776","a row mexturesapp",1
"777","a rowing boat",1
"778","a royal army",1
"779","a rural area",1
"780","a sad story",1
"781","a sainsburys oxford",1
"782","a separate river",1
"783","a service door",1
"784","a shallow stretch",1
"785","a sharp right hand turn",1
"786","a shiny new riverside path",1
"787","a short break",1
"788","a short trip",1
"789","a short walk",1
"790","a shortshigh wade",1
"791","a small fee",1
"792","a small garden",1
"793","a small muddy patch",1
"794","a small slideshow",1
"795","a small tear",1
"796","a smallish part",1
"797","a socially distanced walk",1
"798","a soggy mess",1
"799","a solid new one",1
"800","a spring evening",1
"801","a sprung dancefloor",1
"802","a stable craft",1
"803","a stalking session",1
"804","a stately pleasuredome decree",1
"805","a straight couple",1
"806","a straw boater",1
"807","a strong stream warning board",1
"808","a stunning 2bedroom apartment",1
"809","a stunning place",1
"810","a stunning spot",1
"811","a sunless sea",1
"812","a sunny afternoon",1
"813","a sunny afternoon identifying",1
"814","a sunny day",1
"815","a superb evening",1
"816","a surprise anniversary treat",1
"817","a swim north",1
"818","a swimming family outing",1
"819","a tasty treat",1
"820","a temporary contract",1
"821","a temporary wooden bridge",1
"822","a third party sluice gate",1
"823","a three pronged attack",1
"824","a thrilling experience",1
"825","a totally unique way",1
"826","a touring photography exhibition",1
"827","a traditional  summer",1
"828","a traditional oxford punt",1
"829","a traditional punt",1
"830","a train ride",1
"831","a tranquil place",1
"832","a tranquil space",1
"833","a true born banburian",1
"834","a true story",1
"835","a truly elegant launch",1
"836","a truly memorable riverside venue",1
"837","a truly quintessentially  pastime head",1
"838","a truly quintessentially oxford pastime head",1
"839","a turgid brown trickle",1
"840","a typical oxford activity",1
"841","a unique and picturesque setting",1
"842","a unique opportunity",1
"843","a v long narrow boat",1
"844","a venerable black poplar",1
"845","a venetian gondola",1
"846","a very ancient landscape",1
"847","a very beautiful area",1
"848","a very busy thrupp",1
"849","a very dand way",1
"850","a very exclusive residence",1
"851","a very flooded somerton oxfordshire",1
"852","a very good point",1
"853","a very high level",1
"854","a very misty river cherwell",1
"855","a very obliging water rail",1
"856","a very picturesque line",1
"857","a very short clip",1
"858","a very small population",1
"859","a very swollen river",1
"860","a very swollen river cherwell",1
"861","a video  river cherwell",1
"862","a wandering heron",1
"863","a warm and sunny welcome",1
"864","a water vole",1
"865","a water wheel",1
"866","a weak photographers joke river cherwell",1
"867","a welcome sight",1
"868","a whole day watercolour",1
"869","a whole host",1
"870","a wide cycle track",1
"871","a wild eurasian otter",1
"872","a wild fish",1
"873","a willow branch",1
"874","a willow warbler help",1
"875","a windy day",1
"876","a winter day",1
"877","a wonderful collection",1
"878","a wonderful launch intro",1
"879","a wonderful lunch",1
"880","a wonderful punting river",1
"881","a wonderful review",1
"882","a yearround oasis",1
"883","a young girl",1
"884","about 15ft",1
"885","about 500 metres",1
"886","about 70 acres 30 hectares",1
"887","about 8 metres",1
"888","about 90 degrees",1
"889","about a foot",1
"890","about a mile",1
"891","about the same area river",1
"892","about twenty tables",1
"893","absolutely stunning river",1
"894","addition storm runoff",1
"895","affon=river isis",1
"896","afternoon rowing  river cherwell",1
"897","aka lewis carrol",1
"898","alert flood alert",1
"899","algorithmic photograph detail",1
"900","all directions delays",1
"901","all englands rivers",1
"902","all human agency",1
"903","all my best funeral tributes",1
"904","all the fields",1
"905","all the marine flora",1
"906","all the news",1
"907","all the recent rain",1
"908","all the river cherwell",1
"909","all the same  river thames",1
"910","all the stars",1
"911","all the sun",1
"912","all the tweeting support end",1
"913","all the water",1
"914","all those people",1
"915","almost a dodder table",1
"916","almost a perfect reflection river cherwell oxford",1
"917","almost thirty years",1
"918","also a brideshead revisted scene",1
"919","also river irwell gt river cherwell",1
"920","amazing field team",1
"921","an  boat book",1
"922","an academic experience",1
"923","an actual canal",1
"924","an adhoc characterful arrangement",1
"925","an adventurous punting trip",1
"926","an afternoon stroll",1
"927","an afternoon swim",1
"928","an amazing beautiful morning",1
"929","an amazing day",1
"930","an annual maintenance programme",1
"931","an associate dentist",1
"932","an autumn day",1
"933","an autumnal river cherwell",1
"934","an azure damselfly male coenagrion puella",1
"935","an eagle eye",1
"936","an early sketch",1
"937","an early summer",1
"938","an enchanting place",1
"939","an enjoyable exploration",1
"940","an entry point",1
"941","an environmental catastrophe",1
"942","an estate agent",1
"943","an evening punting trip",1
"944","an excellent book",1
"945","an excellent location",1
"946","an extensive new parking area",1
"947","an hours walk",1
"948","an ice cold beer",1
"949","an ideal venue",1
"950","an idyllic view",1
"951","an impractical boat",1
"952","an incredibly soggy holiday",1
"953","an incredibly still river cherwell",1
"954","an interesting obstacle course",1
"955","an international quest day trip",1
"956","an ironstone village",1
"957","an irregular people",1
"958","an old fence",1
"959","an old graveyard",1
"960","an old haunt",1
"961","an old mill house",1
"962","an old tree stump",1
"963","an open sewer",1
"964","an original soundscape",1
"965","an overseas fake account",1
"966","an oxford professor",1
"967","an oxford river cruises boat book",1
"968","an oxford school",1
"969","an oxford student newspaper",1
"970","an oxford trip",1
"971","an oxford womens college",1
"972","an oxfordshire gardener",1
"973","an oxonian tradition",1
"974","an unexpected development",1
"975","an unforgettable experience",1
"976","an unobstructed view",1
"977","an unplanned dip",1
"978","an unrelated walk",1
"979","an unusual views",1
"980","ancient black poplar",1
"981","and finally a fallen tree",1
"982","another 4000 houses",1
"983","another angle brilliant flyover video courtesy",1
"984","another aqua image",1
"985","another beautiful day",1
"986","another earth science graduate",1
"987","another grand day",1
"988","another river adventure",1
"989","another stunning riverview apartment",1
"990","another sunday work",1
"991","another thorugh wendlbury village",1
"992","antique artistic color views",1
"993","any big adventure",1
"994","any given days",1
"995","any given point",1
"996","any human intervention",1
"997","apfisheries jubilee river",1
"998","apparently oxford university press employees",1
"999","appleford railway bridge",1
"1000","approx 9am closure",1
"1001","approximately 12 miles",1
"1002","ariba <u+0001f1f2><u+0001f1fd><u+0001f57a><u+0001f3fd><u+0001f483><u+0001f3fc>  river cherwell",1
"1003","aristotle lane footbridge",1
"1004","arms old marston oxford",1
"1005","arms old marston oxford mate",1
"1006","arms river cherwell",1
"1007","at least 1279 a ferry",1
"1008","at least 2 pintails",1
"1009","at least 6 hireboats",1
"1010","at least 8 meters",1
"1011","at least three points",1
"1012","autumnal river cherwell",1
"1013","awa tae france",1
"1014","aylesbury duck  slides",1
"1015","aynho good grief el mundo",1
"1016","aynho weir lock chamber compensates",1
"1017","background relevant info",1
"1018","balliol college oxford",1
"1019","banbury expanded drainage",1
"1020","banbury flood news",1
"1021","banbury north signal box",1
"1022","banbury oxfordshire river cherwell valley pop",1
"1023","banbury united development",1
